Book_page,Year,Site,Nest_ID,Species,Observer,Date_found,Jdate_found,Latitude,Longitude,Plot_ID,Plot_limit,Stake,estHatch,estHatch_julian,how_found,ad1_original_band,ad2_original_band,ad1_UL,ad1_LL,ad1_UR,ad1_LR,ad1_eng_flag,ad2_UL,ad2_LL,ad2_UR,ad2_LR,ad2_eng_flag,BandedBirds,ad1_band,ad2_band,Clutch_max,Clutch_found,floatDate,floatAge,lastInfoDate,lastInfo_jDate,fateDate,fateDate_julian,initDate,initDate_julian,incDate,hatchDate,hatchDate_julian,ageMethod,stageFnd,fate,fail_cause,adBlood,NumEggHuman,NumEggColl,NumEggLost,NumEggwithEmbryo,NumEggPred,NumEggAband,NumEggFailToHatch,NumEggAbandUnhat,NumEggUnknown,NumEggHatch,NumChicksSeen,dom_land,dom_veg,conceal,Treatment,Date_treatment,Comments,Plot_limit_corr,Known_renest
89,2010,nome,10nome10sesats04,sesa,tstclair,19-Jun-10,170,64.44466,-164.93973,,,,28-Jun-10,179,searcher,140166124,140166112,"y,w,y",-,"m,gfe,db",-,klp,"m,gfe,db",-,"w,o,y",-,kmu,2,140166124,140166112,4,4,20-Jun-10,12,1-Jul-10,182,1-Jul-10,182,8-Jun-10,159,11-Jun-10,1-Jul-10,182,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,LOM,20,,,,in,0
50,2010,nome,10nome10wesaij08,wesa,ijong,08-Jun-10,159,64.447974,-164.93689,,,,21-Jun-10,172,searcher,140165976,140166113,"m,gfe,db",-,"r,r,r",-,ch,gfe,-,"r,y,r",-,t3,2,140165976,140166113,4,4,8-Jun-10,7,25-Jun-10,176,25-Jun-10,176,2-Jun-10,153,5-Jun-10,25-Jun-10,176,hatch,inc,hatched,,,NA,,,1,,1,,1,NA,,NA,,BLES w/ moss,20,,,"r,y,r inc, calling; ch calling",in,0
65,2010,nome,10nome10wesaij10,wesa,ijong,10-Jun-10,161,64.44478,-164.93295,,,,26-Jun-10,177,searcher,228156911,140166114,gfe,-,m,-,p8,"m,gfe,db",-,"w,o,w",-,tj,2,228156911,140166114,4,4,10-Jun-10,4,30-Jun-10,181,30-Jun-10,181,7-Jun-10,158,10-Jun-10,30-Jun-10,181,hatch,inc,hatched,,,NA,,,,,2,,2,NA,,NA,,BLES,50,,,P8 seen brooding chicks,in,0
e.31,2012,nome,12nome12wesasf20,wesa,sfranks,07-Jun-12,159,64.44418,-164.93483,east,in,,24-Jun-12,176,searcher,140166119,140166116,"m,gfe,db",-,"r,y,y",-,nh,"m,gfe,db",-,"r,y,o",-,t5,2,140166119,140166116,4,4,7-Jun-12,3,12-Jun-12,164,17-Jun-12,169,1-Jun-12,153,4-Jun-12,,,float,inc,failed,predation,"m,rf",0,0,0,0,4,0,0,0,0,0,NA,,bles,20,,,,in,0
66,2010,nome,10nome10wesaij11,wesa,ijong,10-Jun-10,161,64.44417,-164.93484,,,,24-Jun-10,175,searcher,140166119,140166116,"m,gfe,db",-,"r,y,y",,nh,"m,gfe,db",-,"r,y,o",-,t5,2,140166119,140166116,4,4,10-Jun-10,6,28-Jun-10,179,29-Jun-10,180,6-Jun-10,157,9-Jun-10,29-Jun-10,180,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES,5,,,,in,0
90,2010,nome,10nome10sesanh09,sesa,nhentze,20-Jun-10,171,64.44438,-164.92818,,,,,NA,searcher,140166121,140166118,"gy,r,y",-,"m,gfe,db",-,kmn,"gy,y,w",-,"m,gfe,db",-,kmt,2,140166121,140166118,3,3,,,22-Jun-10,173,21-Jun-10,172,29-May-10,149,1-Jun-10,21-Jun-10,172,hatch,inc,hatched,,,NA,,,,,1,,1,NA,,NA,,LOM,10,,,remaining egg had small crack but empty (no yolk or anything),out,0
30,2010,nome,10nome10sesanh03,sesa,nhentze,02-Jun-10,153,64.44353,-164.93268,,,,23-Jun-10,174,searcher,140166115,140166120,"w,o,gy",-,"m,gfe,db",-,kmp,"r,o,r",-,"m,gfe,db",-,klm,2,140166115,140166120,4,3,,,24-Jun-10,175,24-Jun-10,175,1-Jun-10,152,3-Aug-10,24-Jun-10,175,hatch,unknown,hatched,,,NA,,,,,,,0,NA,,NA,,"50% LAM, 50% LOM",10,,,"no chicks seen; one fragment about 1 cm large present in nest cup. W,o,gy calling in area, suspect hatch success",in,0
e.65,2011,nome,11nome11sesawe05,sesa,wenglish,27-May-11,147,64.44363,-164.93256,east,in,,17-Jun-11,168,searcher,140166115,140166120,"w,o,gy",-,"m,gfe,db",-,kmp,"r,o,r",-,"m,gfe,db",-,klm,2,140166115,140166120,4,2,,,18-Jun-11,169,18-Jun-11,169,25-May-11,145,28-May-11,17-Jun-11,168,lay,lay,hatched,,"m,rf",0,0,0,unknown,0,1,,1,NA,,NA,wst,bles,5,,,"Photo; on first visit, 2 eggs in nest, one was cracked; next check, 3 in nest, cracked egg gone; 27-Jun one egg remained in nest, cold and yolk leak",in,0
33,2010,nome,10nome10sesaij03,sesa,ijong,03-Jun-10,154,64.44895,-164.938583,,,,21-Jun-10,172,searcher,140165977,140166123,"y,o,gy",-,"m,gfe,db",-,kjv,"w,y,r",-,"m,gfe,db",-,kln,2,140165977,140166123,4,4,2-Jun-10,2,24-Jun-10,175,24-Jun-10,175,29-May-10,149,1-Jun-10,,,float,inc,unknown,,,NA,,,,,,,0,NA,,NA,,BLES,90,,,"nest site: to east of small ridge, surrounded by willow twigs. No adults seen, no egg frags in nest cup or around",in,0
72,2010,nome,10nome10sesabs10,sesa,bschwarz,13-Jun-10,164,64.4433,-164.9608,,,,05-Jul-10,186,searcher,140165757,140166127,"r,y,gy",-,"m,gfe,db",-,kla,"y,y,w",-,"m,gfe,db",-,kmy,2,140165757,140166127,4,3,14-Jun-10,,16-Jun-10,167,16-Jun-10,167,10-Jun-10,161,14-Jun-10,16-Jul-10,197,hatch,lay,hatched,,,NA,,1,,,,,0,NA,,NA,,BLES,0,,,,out,0
w.17,2012,nome,12nome12sesamh18,sesa,mharing,03-Jun-12,155,64.44375,-164.96222,west,in,,24-Jun-12,176,searcher,257152456,140166127,"m,db",-,"geo,dg",-,#b226,"y,y,w",-,"m,gfe,db",-,kmy,2,257152456,140166127,4,3,,,24-Jun-12,176,24-Jun-12,176,1-Jun-12,153,5-Jun-12,23-Jun-12,175,lay,lay,hatched,,b,0,0,2,0,0,0,2,2,0,2,NA,,bles,15,geolocator_adult,,"Geolocator #B226 Male only; ELW note: adult band corrected. Originally recorded as mix of sesa/wesa, but photo and capture history for KMY clearly show SESA.  B226 photo ambiguous but assume same species.",in,0
86,2010,nome,10nome10wesabs13,wesa,bschwarz,17-Jun-10,168,64.444567,-164.958217,,,,01-Jul-10,182,searcher,140166126,140166128,"m,gfe,db",-,"y,r,w",-,t4,"m,gfe,db",-,"r,gy,gy",-,hl,2,140166126,140166128,4,4,17-Jun-10,6,5-Jul-10,186,5-Jul-10,186,11-Jun-10,162,14-Jun-10,4-Jul-10,185,hatch,inc,hatched,,,NA,,,,,,,0,NA,,NA,,BLES w/ Willow,40,,,,in,0
82,2010,nome,10nome10wesanh18,wesa,nhentze,16-Jun-10,167,64.447725,-164.93965,,,,01-Jul-10,182,searcher,140165998,140166131,"m,gfe,db",-,"gy,r,r",-,hu,"gfe,db",-,"r,gy,gy",-,ja,2,140165998,140166131,4,4,16-Jun-10,5,28-Jun-10,179,28-Jun-10,179,8-Jun-10,159,11-Jun-10,,,float,inc,unknown,,,NA,,4,,,,,0,NA,,NA,,BLES,100,,,,in,0
c.04,2011,nome,11nome11sesadl05,sesa,dlank,05-Jun-11,156,64.44757,-164.93878,central,in,,17-Jun-11,168,searcher,140179094,140166145,"m,gfe",db,-,"o,r,y",cny,-,-,"m,gfe",-,kjc,2,140179094,140166145,4,4,11-Jun-11,14,15-Jun-11,166,17-Jun-11,168,25-May-11,145,28-May-11,,,float,inc,unknown,,b,0,0,,unknown,,0,,0,NA,,NA,mst,bles,10,,,Photo; 17-Jun no eggs; 20-Jun unable to resight parents with chicks,in,0
c.51,2011,nome,11nome11sesawe32,sesa,wenglish,13-Jun-11,164,64.44791,-164.94263,central,in,,03-Jul-11,184,searcher,140166155,140166154,"m,db",-,geo,-,#130,"m,gfe",db,-,"o,gy,o",ejx,2,140166155,140166154,3,3,13-Jun-11,0,1-Jul-11,182,1-Jul-11,182,9-Jun-11,160,11-Jun-11,1-Jul-11,182,hatch,inc,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,wsm,mm,10,geolocator_adult,,"Photo; 2-Jul nest empty, geo \130\ was brooding about 40m away from nest, 1 chick seen",in,0
c.03,2011,nome,11nome11wesadl04,wesa,dlank,05-Jun-11,156,64.44671,-164.93993,central,in,,26-Jun-11,177,searcher,197100227,140166156,gfe,-,m,-,pl,db,"w,r,dg","m,gfe",-,15,2,197100227,140166156,3,2,11-Jun-11,5,27-Jun-11,178,27-Jun-11,178,4-Jun-11,155,6-Jun-11,27-Jun-11,178,lay,lay,hatched,,b,1,0,0,unknown,0,0,,0,NA,,NA,mst,bles,70,,,Photo,in,0
c.02,2012,nome,12nome12wesamh04,wesa,mharing,29-May-12,150,64.44756,-164.93927,central,in,,21-Jun-12,173,searcher,197100227,140166156,gfe,-,m,-,pl,db,"w,r,dg","m,gfe",-,15,2,197100227,140166156,3,1,,,17-Jun-12,169,18-Jun-12,170,29-May-12,150,2-Jun-12,,,lay,lay,failed,predation,b,0,0,0,0,3,0,0,0,0,0,NA,,lom,5,,,,in,0
c.50,2011,nome,11nome11sesawe31,sesa,wenglish,12-Jun-11,163,64.44785,-164.94038,central,in,,03-Jul-11,184,searcher,140166184,140166157,"m,gfe",db,-,"w,o,gy",elv,"m,db",-,geo,-,#131,2,140166184,140166157,3,2,14-Jun-11,1,3-Jul-11,184,3-Jul-11,184,11-Jun-11,162,13-Jun-11,3-Jul-11,184,lay,lay,hatched,,b,1,0,0,unknown,0,0,,0,NA,,NA,wsm,mm,50,geolocator_adult,,"Photo; 27-Jun one egg dented by accident; 30-Jun one egg found 1m west from nest, 1/3 broken and open - developed chick is in the shell. One egg in the nest also has small dent",in,0
e.34,2011,nome,11nome11wesaee52,wesa,eescajeda,13-Jun-11,164,64.44446,-164.93248,east,in,,22-Jun-11,173,searcher,140166159,140166158,db,"dg,r,o","m,gfe",-,1y,db,"o,y,w","m,gfe",-,1a,2,140166159,140166158,3,3,13-Jun-11,11,23-Jun-11,174,23-Jun-11,174,1-Jun-11,152,3-Jun-11,23-Jun-11,174,hatch,inc,hatched,,f,0,0,0,unknown,0,0,,0,NA,,NA,wst,bles,95,,,Photo,in,0
e.12,2013,nome,13nome13wesa208,wesa,sfranks,02-Jun-13,153,64.44499,-164.93227,east,in,,26-Jun-13,177,searcher,193102686,140166158,-,"dg,w,dg","db,gfe",m,0mp,db,"o,y,w","m,gfe",-,1a,2,193102686,140166158,4,1,,,27-Jun-13,178,27-Jun-13,178,2-Jun-13,153,5-Jun-13,27-Jun-13,178,lay,lay,hatched,,"m,rf",0,0,0,0,0,0,,0,NA,,NA,,bles/tt,95,,,,in,0
e.06,2012,nome,12nome12wesadh03,wesa,dhodkinson,29-May-12,150,64.44546,-164.93182,east,in,,19-Jun-12,171,searcher,257152515,140166158,"m,db",-,"geo,dg",-,#b237,db,"o,y,w","m,gfe",-,1a,2,257152515,140166158,3,2,,,22-Jun-12,174,22-Jun-12,174,28-May-12,149,1-Jun-12,22-Jun-12,174,lay,lay,hatched,,"m,rf",0,0,1,0,0,0,1,1,0,2,NA,,bles,10,geolocator_adult,,Geolocator #B237 Male only,in,0
e.32,2011,nome,11nome11sesaee50,sesa,eescajeda,11-Jun-11,162,64.4472,-164.93585,east,in,,01-Jul-11,182,searcher,140165900,140166162,"m,gfe",db,-,"r,dg,r",elh,"m,gfe",db,-,"w,r,y",cnl,2,140165900,140166162,3,1,13-Jun-11,0,16-Jun-11,167,22-Jun-11,173,11-Jun-11,162,13-Jun-11,,,lay,lay,failed,predation,b,0,0,0,unknown,3,0,,0,NA,,NA,mst,bles,75,,,Photo with dummy eggs 26-Jun,in,0
w.03,2011,nome,11nome11wesabk06,wesa,bsandercock,06-Jun-11,157,64.44403,-164.95467,west,in,,26-Jun-11,177,searcher,140165879,140166163,db,"dg,w,dg","m,gfe",-,95,"m,db",-,geo,-,#129,2,140165879,140166163,4,4,6-Jun-11,0,27-Jun-11,178,27-Jun-11,178,4-Jun-11,155,7-Jun-11,27-Jun-11,178,hatch,inc,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,mst,bles,15,geolocator_adult,,Photo; 27-Jun one larger freeloader chick observed in nest with original 4 chicks,in,0
c.34,2011,nome,11nome11wesate16,wesa,tesson,09-Jun-11,160,64.44537,-164.94702,central,in,,30-Jun-11,181,searcher,140166191,140166165,db,"gy,o,gy","m,gfe",-,2p,db,"y,gy,r","m,gfe",-,12,2,140166191,140166165,3,3,,,30-Jun-11,181,30-Jun-11,181,8-Jun-11,159,10-Jun-11,30-Jun-11,181,hatch,inc,hatched,,f,0,0,1,unknown,0,0,,0,NA,,NA,mst,bles,60,,,"Photo (according to nest card); 29-Jun 2 chicks, 1 egg with hole; 30-Jun 2 chicks, no sign of 3rd in afternoon, both parents present",in,0
c.33,2011,nome,11nome11sesate15,sesa,tesson,09-Jun-11,160,64.44634,-164.94037,central,in,,28-Jun-11,179,searcher,140166181,140166166,"m,gfe",db,-,"dg,y,w",cnx,"m,gfe",db,-,"w,gy,r",enj,2,140166181,140166166,3,3,12-Jun-11,4,29-Jun-11,180,29-Jun-11,180,7-Jun-11,158,9-Jun-11,29-Jun-11,180,hatch,inc,hatched,,b,0,0,0,unknown,3,0,,0,NA,,NA,mst,bles,15,,,,in,0
c.36,2011,nome,11nome11sesate22,sesa,tesson,16-Jun-11,167,64.44352,-164.94942,central,in,,26-Jun-11,177,searcher,140165910,140166167,"m,gfe",db,-,"y,o,dg",enk,"m,db",-,geo,-,#133,2,140165910,140166167,4,4,16-Jun-11,10,23-Jun-11,174,25-Jun-11,176,3-Jun-11,154,6-Jun-11,,,float,inc,unknown,,b,0,0,,unknown,,0,,0,NA,,NA,dest,lom,5,geolocator_adult,,Photo; 25-Jun no birds in vicinity - hatched quickly or depredated; 27-Jun egg shell fragment found 10m west of nest with membrane attached; \ENK\ banded on 31-May by nest trapping on nest 11sesawe12,in,0
e.31,2011,nome,11nome11sesaee49,sesa,eescajeda,11-Jun-11,162,64.44617,-164.93701,east,in,,01-Jul-11,182,searcher,140166151,140166168,"m,gfe",db,-,"y,r,o",eku,"m,db",-,geo,-,#135,2,140166151,140166168,3,3,,,28-Jun-11,179,28-Jun-11,179,6-Jun-11,157,8-Jun-11,28-Jun-11,179,hatch,inc,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,mst,bles,100,geolocator_adult,,Photo; both male and female brooding,in,0
c.21,2012,nome,12nome12sesadh14,sesa,dhodkinson,05-Jun-12,157,64.44614,-164.94159,central,in,,21-Jun-12,173,searcher,140166166,140166181,"m,gfe",db,-,"w,gy,r",enj,"m,gfe",db,-,"dg,o,w",cnx,2,140166166,140166181,4,4,5-Jun-12,4,23-Jun-12,175,23-Jun-12,175,31-May-12,152,3-Jun-12,23-Jun-12,175,hatch,inc,hatched,,"ru,ru",0,0,0,0,0,0,0,0,0,4,NA,,lom,10,,,,in,0
c.28,2014,nome,14nomesesa128,sesa,dhodkinson,05-Jun-14,156,64.44403,-164.94998,central,in,,26-Jun-14,177,searcher,193102770,140166187,"gfe,db",m,-,"dg,gy,y",hvh,db,-,m,-,-,2,193102770,140166187,4,3,,,10-Jun-14,161,15-Jun-14,166,3-Jun-14,154,6-Jun-14,,,lay,lay,failed,predation,,0,0,0,0,4,0,,0,NA,,NA,,bles/lom,15,geolocator_adult,,"bird with geo, 3 of 4 eggs might have been damaged from geo, metal only bird #193102375",in,0
c.22,2013,nome,13nome13sesa325,sesa,triecke,05-Jun-13,156,64.44615,-164.94217,central,in,,23-Jun-13,174,searcher,140165860,140166192,"m,gfe",db,-,"o,gy,dg",emy,"m,gfe",db,-,"gy,y,dg",cnc,2,140165860,140166192,4,3,7-Jun-13,4,19-Jun-13,170,21-Jun-13,172,3-Jun-13,154,6-Jun-13,,,lay,lay,failed,predation,rb,1,0,3,0,0,0,,0,NA,,NA,,lom,15,,,Poked hole while labelling 4th egg outside of nest.,in,0
c.33,2012,nome,12nome12sesamh42,sesa,mharing,08-Jun-12,160,64.44604,-164.94321,central,in,,27-Jun-12,179,searcher,197100535,140166192,m,-,gfe,-,tn,"m,gfe",db,-,"gy,y,dg",cnc,2,197100535,140166192,4,4,8-Jun-12,1,26-Jun-12,178,26-Jun-12,178,3-Jun-12,155,6-Jun-12,26-Jun-12,178,hatch,inc,hatched,,ru,0,0,0,0,0,0,0,0,0,4,NA,,bles,10,,,,in,0
c.02,2011,nome,11nome11sesadl03,sesa,dlank,05-Jun-11,156,64.44598,-164.94279,central,in,,16-Jun-11,167,searcher,197100535,140166192,m,-,gfe,-,tv?,"m,gfe",db,-,"gy,y,dg",cnc,2,197100535,140166192,4,4,5-Jun-11,9,22-Jun-11,173,22-Jun-11,173,30-May-11,150,2-Jun-11,22-Jun-11,173,hatch,inc,hatched,,1,0,0,0,unknown,0,0,,0,NA,,NA,wst,bles,15,,,Photo; ELW note: adult band corrected; ad1 is probably TN (TV had several other color bands applied in 2010); TN had same mate next year,in,0
c.29,2012,nome,12nome12sesamh36,sesa,mharing,07-Jun-12,159,64.44371,-164.95198,central,in,,27-Jun-12,179,searcher,unconfirmed,140166193,db,-,"m,gfe","dg,y,o",0v,"m,gfe",db,-,"r,o,y",cvn,2,unconfirmed,140166193,5,4,7-Jun-12,0,20-Jun-12,172,24-Jun-12,176,4-Jun-12,156,7-Jun-12,,,float,lay,unknown,,"ru,ru",0,0,0,0,0,0,0,0,5,0,NA,,lam,10,,,"ELW note:  0v is WESA who was banded on East.  CVN was banded very near this nest, though color combo is wrong.  Neither had other nest this year.  Assume SESA ID correct and 0v was incorrect - but not certain about this.  Nest card does not say who was on nest on any visit except one (cvn; ekwon).  Nest card does say one bird needed to be banded, but both 0v and cvn were banded in previous years.  No indication of when/how 0v resighted at nest.  5-egg nest (5th egg not measured) so also possible this was an egg dump!!  Or perhaps cvn flag was read wrong as 0v initially??",in,0
5.08,2014,made,14madelb14sesa,sesa,lbachellier,20-Jun-14,171,69.34338,-135.33855,nighi,in,,05-Jul-14,186,searcher,140175315,140175301,m,"r,bk","lg,wfe",-,jaa,"lg,wfe",-,m,"db,gy",jhy,2,140175315,140175301,4,4,28-Jun-14,13,5-Jul-14,186,4-Jul-14,185,11-Jun-14,162,14-Jun-14,4-Jul-14,185,hatch,inc,hatched,,1,0,0,1,unknown,0,0,,0,NA,,NA,upland bluff,u3,80,,,,in,0
5.09,2014,made,14madelb15sesa,sesa,lbachellier,20-Jun-14,171,69.34323,-135.3425,nighi,in,,05-Jul-14,186,searcher,140175316,140175401,m,"r,bn","lg,wfe",-,jec,"lg,wfe",-,m,"bn,bn",jkl,2,140175316,140175401,4,4,28-Jun-14,13,5-Jul-14,186,4-Jul-14,185,11-Jun-14,162,14-Jun-14,4-Jul-14,185,hatch,inc,hatched,,2,0,0,0,unknown,0,0,,0,NA,,NA,upland bluff,u3,70,,,,in,0
1.11,2014,made,14madetk25sesa,sesa,tkydd,25-Jun-14,176,69.45522,-135.16742,sesa_island2,out,,03-Jul-14,184,searcher,197110916,140175408,"lg,wfe",-,m,"lg,bn",jhj,"lg,wfe",-,m,"db,bn",kel,2,197110916,140175408,4,4,25-Jun-14,12,5-Jul-14,186,5-Jul-14,186,12-Jun-14,163,15-Jun-14,5-Jul-14,186,hatch,inc,hatched,,2,0,0,0,unknown,0,0,,0,NA,,NA,alluvial,u8,20,,,JHJ seen with chicks on 5-Jul-14 ~30m from nest,out,0
4.1,2014,made,14madefs22sesa,sesa,fsmith,20-Jun-14,171,69.33971,-135.34219,nighi,in,,10-Jul-14,191,searcher,140175318,140175412,m,"y,bn","lg,wfe",-,jal,m,"bk,gy","lg,wfe",-,kek,2,140175318,140175412,4,4,20-Jun-14,0,5-Jul-14,186,5-Jul-14,186,17-Jun-14,168,20-Jun-14,,,float,inc,undetermined,,2,0,0,0,unknown,0,0,,0,NA,,NA,upland bluff,u3,50,,,nest still active at end of field season,in,0
5.12,2014,made,14madelb22sesa,sesa,lbachellier,25-Jun-14,176,69.45232,-135.16125,sesa_island2,out,,,NA,searcher,197110917,140175442,"lg,wfe",-,m,"r,dg",jke,m,"bn,dg","lb,wfe",-,jea,2,197110917,140175442,4,4,,,2-Jul-14,183,2-Jul-14,183,9-Jun-14,160,12-Jun-14,2-Jul-14,183,hatch,inc,hatched,,0,0,0,0,unknown,0,0,,0,NA,,NA,alluvial,u8,95,,,,out,0
4.14,2014,made,14madefs27sesa,sesa,fsmith,21-Jun-14,172,69.321,-135.33992,niglo,in,,01-Jul-14,182,searcher,140175449,140175450,m,"dg,bn","lg,wfe",-,jcj,m,"db,gy","lg,wfe",-,jhm,2,140175449,140175450,4,4,21-Jun-14,10,4-Jul-14,185,4-Jul-14,185,11-Jun-14,162,14-Jun-14,4-Jul-14,185,hatch,inc,hatched,,0,0,0,0,unknown,0,0,,0,NA,,NA,non-patterned,u8,40,,,,in,0
5.11,2014,made,14madelb19sesa,sesa,lbachellier,25-Jun-14,176,69.44933,-135.16154,sesa_island2,out,,04-Jul-14,185,searcher,197110940,140175455,"lg,wfe",-,m,"o,bn",jcc,"lg,wfe",-,m,"gy,o",jhp,2,197110940,140175455,4,4,25-Jun-14,11,2-Jul-14,183,2-Jul-14,183,9-Jun-14,160,12-Jun-14,2-Jul-14,183,hatch,inc,hatched,,1,0,0,0,unknown,0,0,,0,NA,,NA,alluvial,u8,90,,,,out,0
1.19,2014,made,14madetk41sesa,sesa,tkydd,02-Jul-14,183,69.44931,-135.15929,sesa_island2,out,,,NA,searcher,140175481,140175482,"lb,wfe",-,m,"gy,dg",jhe,"lb,wfe",-,m,"gy,db",jhl,2,140175481,140175482,4,4,,,2-Jul-14,183,2-Jul-14,183,9-Jun-14,160,12-Jun-14,2-Jul-14,183,hatch,hatch,hatched,,0,0,0,0,unknown,0,0,,0,NA,,NA,alluvial,u8,15,,,Nest found with 3 chicks and 1 egg.,out,0
c.44,2012,nome,12nome12sesasf35,sesa,sfranks,16-Jun-12,168,64.4446,-164.9425,central,in,,29-Jun-12,181,searcher,257152630,140179089,"gfe,db",-,m,"o,w,r",ejh,"m,gfe",db,-,"dg,o,dg",cte,2,257152630,140179089,4,4,16-Jun-12,7,29-Jun-12,181,29-Jun-12,181,6-Jun-12,158,9-Jun-12,29-Jun-12,181,hatch,inc,hatched,,"1,ru",0,0,0,0,0,0,0,0,0,4,NA,,lam,5,,,,in,0
e.62,2011,nome,11nome11wesate10,wesa,eescajeda,31-May-11,151,64.44607,-164.93149,east,in,,23-Jun-11,174,searcher,140165866,140179090,db,"gy,dg,y","m,gfe",-,8,db,"dg,gy,dg","m,gfe",-,8v,2,140165866,140179090,4,1,,,25-Jun-11,176,25-Jun-11,176,31-May-11,151,3-Jun-11,25-Jun-11,176,lay,lay,hatched,,b,0,0,0,unknown,0,0,,0,NA,,NA,wst,bles,35,,,Photo; 25-Jun 4 chicks found with \80\ brooding 25m to SE of nest,in,0
e.22,2012,nome,12nome12sesawe15,sesa,wenglish,04-Jun-12,156,64.44747,-164.93494,east,in,,23-Jun-12,175,searcher,140165909,140179091,"m,gfe",db,-,"w,y,w",emt,"m,gfe",db,-,"w,r,w",ctn,2,140165909,140179091,4,4,4-Jun-12,1,7-Jun-12,159,12-Jun-12,164,31-May-12,152,3-Jun-12,,,float,inc,failed,predation,"ru,ru",0,0,0,0,4,0,0,0,0,0,NA,,bles,5,,,,in,0
w.35,2011,nome,11nome11wesate20,wesa,tesson,11-Jun-11,162,64.4444,-164.95634,west,in,,20-Jun-11,171,searcher,140166188,140179092,db,"r,y,w","m,gfe",-,84,db,"w,o,w","m,gfe",-,8x,2,140166188,140179092,4,4,11-Jun-11,11,26-Jun-11,177,23-Jun-11,174,31-May-11,151,3-Jun-11,23-Jun-11,174,hatch,inc,hatched,,f,0,0,0,unknown,0,0,,0,NA,,NA,mst,bles,40,,,Photo,in,0
w.26,2011,nome,11nome11wesamw28,wesa,mwilson,06-Jun-11,157,64.44466,-164.96202,west,in,,14-Jun-11,165,searcher,140165892,140179093,db,"dg,gy,o","m,gfe",-,25,db,"dg,r,o","m,gfe",-,22,2,140165892,140179093,4,4,6-Jun-11,12,17-Jun-11,168,17-Jun-11,168,25-May-11,145,28-May-11,17-Jun-11,168,hatch,inc,hatched,,b,0,0,1,unknown,0,0,,0,NA,,NA,mst,bles,90,,,Photo,in,0
w.25,2012,nome,12nome12wesamh24,wesa,mharing,05-Jun-12,157,64.44501,-164.96333,west,in,,23-Jun-12,175,searcher,257152615,140179093,"db,gfe",m,-,"dg,y,gy",0ha,db,"dg,r,o","m,gfe",-,22,2,257152615,140179093,4,4,5-Jun-12,2,25-Jun-12,177,25-Jun-12,177,2-Jun-12,154,5-Jun-12,25-Jun-12,177,hatch,inc,hatched,,b,0,0,1,0,0,0,1,1,0,3,NA,,lom,10,,,subject nest for carry-over effect study,in,0
e.27,2012,nome,12nome12wesaek08,wesa,ekwon,06-Jun-12,158,64.44631,-164.93262,east,in,,26-Jun-12,178,searcher,140166114,140179103,"m,gfe,db",-,"w,o,w",-,tj,"m,gfe,db",-,"w,o,y",-,ln,2,140166114,140179103,4,4,6-Jun-12,0,26-Jun-12,178,26-Jun-12,178,3-Jun-12,155,6-Jun-12,26-Jun-12,178,hatch,inc,hatched,,"rm,f",0,0,0,0,0,0,0,0,0,4,NA,,bles,15,,,,in,0
e.57,2011,nome,11nome11wesate01,wesa,tesson,25-May-11,145,64.44655,-164.9326,east,in,,14-Jun-11,165,searcher,140165817,140179104,db,"o,dg,w","m,gfe",-,h0,db,"gy,o,w","m,gfe",-,lc,2,140165817,140179104,4,4,25-May-11,3,28-May-11,148,11-Jun-11,162,22-May-11,142,25-May-11,,,float,inc,failed,predation,b,0,0,0,unknown,4,0,,0,NA,,NA,mst,bles,90,,,Photo with dummy eggs 26-Jun,in,0
e.05,2011,nome,11nome11wesaee02,sesa/wesa,eescajeda,25-May-11,145,64.44823,-164.93422,east,in,,,NA,searcher,140179122,140179107,"m,gfe",db,-,"w,y,dg",ejy,"m,gfe",db,-,"w,dg,r",ekk,2,140179122,140179107,6,1,28-May-11,1,10-Jun-11,161,11-Jun-11,162,25-May-11,145,,,,lay,lay,failed,predation,b,0,0,0,unknown,5,1,,1,NA,,NA,wst,bles,10,,,"Photo; joint egg laying by SESA/WESA; banded adults SESA; original egg WESA; 28-May 4 SESA eggs, 2 WESA eggs, SESA caught returning to nest; 2-Jun WESA observed near nest, chased by SESA pair",in,0
w.02,2011,nome,11nome11wesabk04,wesa,bsandercock,28-May-11,148,64.44495,-164.95847,west,in,,17-Jun-11,168,searcher,140165828,140179109,gfe,-,m,-,hv,db,"r,dg,r","m,gfe",-,ly,2,140165828,140179109,4,4,28-May-11,0,10-Jun-11,161,15-Jun-11,166,25-May-11,145,28-May-11,,,float,inc,failed,unknown,b,0,0,0,unknown,0,4,,4,NA,,NA,mst,bles,10,,,Photo; \HV\ has damaged leg,in,0
w.31,2011,nome,11nome11wesasf05,wesa,sfranks,25-May-11,145,64.44405,-164.95613,west,in,,19-Jun-11,170,searcher,197100504,140179110,gfe,-,m,-,pj,db,"y,r,o","m,gfe",-,lm,2,197100504,140179110,4,1,30-May-11,1,19-Jun-11,170,19-Jun-11,170,25-May-11,145,30-May-11,,,lay,lay,unknown,,f,0,0,0,unknown,,0,,0,NA,,NA,mst,bles,50,,,Photo,in,0
